table_name,column_name,data_type,ordinal_position
cln_actionkit__share_link,type,STRING,6
cln_actionkit__share_link,user_id,INT64,7
cln_actionkit__share_link,action_id,INT64,8
cln_actionkit__share_link,referring_share_id,INT64,9
cln_actionkit__share_link,generation,INT64,10
cln_actionkit__share_link,source,STRING,11
cln_actionkit__share_link,source_schema,STRING,12
cln_actionkit__share_link,source_table,STRING,13
cln_actionkit__share_link,vendor,STRING,14
cln_actionkit__share_link,vendor_unique_share_link_id,STRING,15
cln_actionkit__share_link,data_owner_id,INT64,16
cln_actionkit__share_link,data_owner_code,STRING,17
cln_actionkit__share_type,_dbt_source_relation,STRING,1
cln_actionkit__share_type,id,INT64,2
cln_actionkit__share_type,utc_created_at,TIMESTAMP,3
cln_actionkit__share_type,utc_updated_at,TIMESTAMP,4
cln_actionkit__share_type,type,STRING,5
cln_actionkit__share_type,name,STRING,6
cln_actionkit__share_type,source_schema,STRING,7
cln_actionkit__share_type,source_table,STRING,8
cln_actionkit__share_type,vendor,STRING,9
cln_actionkit__share_type,vendor_unique_share_type_id,STRING,10
cln_actionkit__share_type,data_owner_id,INT64,11
cln_actionkit__share_type,data_owner_code,STRING,12
cln_actionkit__summary_mailing,_dbt_source_relation,STRING,1
cln_actionkit__summary_mailing,utc_created_at,TIMESTAMP,2
cln_actionkit__summary_mailing,utc_updated_at,TIMESTAMP,3
cln_actionkit__summary_mailing,mailing_id,INT64,4
cln_actionkit__summary_mailing,finished_at,DATETIME,5
cln_actionkit__summary_mailing,recipients,INT64,6
cln_actionkit__summary_mailing,total_opens,INT64,7
cln_actionkit__summary_mailing,total_raw_opens,INT64,8
cln_actionkit__summary_mailing,opens,INT64,9
cln_actionkit__summary_mailing,raw_opens,INT64,10
cln_actionkit__summary_mailing,total_clicks,INT64,11
cln_actionkit__summary_mailing,actions,INT64,12
cln_actionkit__summary_mailing,orders,INT64,13
cln_actionkit__summary_mailing,amount,NUMERIC,14
cln_actionkit__summary_mailing,amount_converted,NUMERIC,15
cln_actionkit__summary_mailing,unsubscribes,INT64,16
cln_actionkit__summary_mailing,bounces,INT64,17
cln_actionkit__summary_mailing,complaints,INT64,18
cln_actionkit__summary_mailing,total_raw_clicks,INT64,19
cln_actionkit__summary_mailing,clicks,INT64,20
cln_actionkit__summary_mailing,raw_clicks,INT64,21
cln_actionkit__summary_mailing,total_unsubscribes,INT64,22
cln_actionkit__summary_mailing,new_users,INT64,23
cln_actionkit__summary_mailing,bounces_all,INT64,24
cln_actionkit__summary_mailing,delays,INT64,25
cln_actionkit__summary_mailing,source_schema,STRING,26
cln_actionkit__summary_mailing,source_table,STRING,27
cln_actionkit__summary_mailing,vendor,STRING,28
cln_actionkit__summary_mailing,vendor_unique_summary_mailing_id,STRING,29
cln_actionkit__summary_mailing,data_owner_id,INT64,30
cln_actionkit__summary_mailing,data_owner_code,STRING,31
cln_actionkit__summary_mailingsubject,_dbt_source_relation,STRING,1
cln_actionkit__summary_mailingsubject,id,INT64,2
cln_actionkit__summary_mailingsubject,utc_created_at,TIMESTAMP,3
cln_actionkit__summary_mailingsubject,utc_updated_at,TIMESTAMP,4
cln_actionkit__summary_mailingsubject,mailing_id,INT64,5
cln_actionkit__summary_mailingsubject,subject_id,INT64,6
cln_actionkit__summary_mailingsubject,finished_at,DATETIME,7
cln_actionkit__summary_mailingsubject,recipients,INT64,8
cln_actionkit__summary_mailingsubject,opens,INT64,9
cln_actionkit__summary_mailingsubject,raw_opens,INT64,10
cln_actionkit__summary_mailingsubject,total_opens,INT64,11
cln_actionkit__summary_mailingsubject,total_raw_opens,INT64,12
cln_actionkit__summary_mailingsubject,clicks,INT64,13
cln_actionkit__summary_mailingsubject,raw_clicks,INT64,14
cln_actionkit__summary_mailingsubject,total_clicks,INT64,15
cln_actionkit__summary_mailingsubject,total_raw_clicks,INT64,16
cln_actionkit__summary_mailingsubject,actions,INT64,17
cln_actionkit__summary_mailingsubject,orders,INT64,18
cln_actionkit__summary_mailingsubject,amount,NUMERIC,19
cln_actionkit__summary_mailingsubject,amount_converted,NUMERIC,20
cln_actionkit__summary_mailingsubject,unsubscribes,INT64,21
cln_actionkit__summary_mailingsubject,bounces,INT64,22
cln_actionkit__summary_mailingsubject,complaints,INT64,23
cln_actionkit__summary_mailingsubject,total_unsubscribes,INT64,24
cln_actionkit__summary_mailingsubject,new_users,INT64,25
cln_actionkit__summary_mailingsubject,source_schema,STRING,26
cln_actionkit__summary_mailingsubject,source_table,STRING,27
cln_actionkit__summary_mailingsubject,vendor,STRING,28
cln_actionkit__summary_mailingsubject,vendor_unique_summary_mailingsubject_id,STRING,29
cln_actionkit__summary_mailingsubject,data_owner_id,INT64,30
cln_actionkit__summary_mailingsubject,data_owner_code,STRING,31
cln_actionkit__summary_user,_dbt_source_relation,STRING,1
cln_actionkit__summary_user,utc_created_at,TIMESTAMP,2
cln_actionkit__summary_user,utc_updated_at,TIMESTAMP,3
cln_actionkit__summary_user,user_id,INT64,4
cln_actionkit__summary_user,last_action,DATETIME,5
cln_actionkit__summary_user,last_mailing_action,DATETIME,6
cln_actionkit__summary_user,last_open,DATETIME,7
cln_actionkit__summary_user,last_click,DATETIME,8
cln_actionkit__summary_user,last_subscribed,DATETIME,9
cln_actionkit__summary_user,last_donation,DATETIME,10
cln_actionkit__summary_user,actions_last_30_days,INT64,11
cln_actionkit__summary_user,actions_last_60_days,INT64,12
cln_actionkit__summary_user,actions_last_90_days,INT64,13
cln_actionkit__summary_user,actions_last_180_days,INT64,14
cln_actionkit__summary_user,actions_last_270_days,INT64,15
cln_actionkit__summary_user,actions_last_365_days,INT64,16
cln_actionkit__summary_user,last_mailed,DATETIME,17
cln_actionkit__summary_user,last_raw_open,DATETIME,18
cln_actionkit__summary_user,mailbox_provider,STRING,19
cln_actionkit__summary_user,source_schema,STRING,20
cln_actionkit__summary_user,source_table,STRING,21
cln_actionkit__summary_user,vendor,STRING,22
cln_actionkit__summary_user,vendor_unique_summary_user_id,STRING,23
cln_actionkit__summary_user,data_owner_id,INT64,24
cln_actionkit__summary_user,data_owner_code,STRING,25
